<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2012.09.11	1.59870	1.60829	1.59862	1.60675	62203	0	10
2012.09.12	1.60675	1.61301	1.60633	1.61078	68980	0	10
2012.09.13	1.61078	1.61730	1.60737	1.61498	69701	0	10
2012.09.14	1.61499	1.62541	1.61426	1.62143	73938	0	10
2012.09.17	1.62275	1.62721	1.62100	1.62473	63072	0	10
2012.09.18	1.62473	1.62664	1.62201	1.62388	66812	0	10
2012.09.19	1.62389	1.62699	1.61839	1.62206	68162	0	10
2012.09.20	1.62206	1.62353	1.61627	1.62138	73030	0	10
2012.09.21	1.62141	1.63086	1.62120	1.62286	72448	0	10
2012.09.24	1.62427	1.62458	1.61813	1.62207	63484	0	10
2012.09.25	1.62207	1.62666	1.61816	1.61937	71518	0	10
2012.09.26	1.61936	1.62086	1.61367	1.61672	73848	0	10
2012.09.27	1.61675	1.62428	1.61653	1.62340	75116	0	10
2012.09.28	1.62344	1.62714	1.61123	1.61638	76863	0	10
2012.10.01	1.61544	1.61740	1.61081	1.61294	68325	0	4
2012.10.02	1.61294	1.61862	1.61244	1.61289	67269	0	10
2012.10.03	1.61289	1.61403	1.60661	1.60791	69049	0	10
2012.10.04	1.60790	1.62013	1.60757	1.61927	71369	0	10
2012.10.05	1.61930	1.62161	1.61222	1.61341	65191	0	10
2012.10.08	1.61362	1.61384	1.60179	1.60200	67423	0	4
2012.10.09	1.60207	1.60451	1.59759	1.60017	66887	0	10
2012.10.10	1.60019	1.60338	1.59762	1.60007	65478	0	10
2012.10.11	1.60009	1.60534	1.59840	1.60467	58379	0	10
2012.10.12	1.60466	1.60964	1.60179	1.60673	54753	0	10
2012.10.15	1.60769	1.60797	1.60206	1.60716	56330	0	10
2012.10.16	1.60717	1.61335	1.60600	1.61178	56816	0	10
2012.10.17	1.61177	1.61777	1.61116	1.61386	57812	0	10
2012.10.18	1.61387	1.61700	1.60399	1.60473	58363	0	10
2012.10.19	1.60472	1.60664	1.59965	1.59993	55300	0	10
2012.10.22	1.60064	1.60516	1.59899	1.60121	54246	0	10
2012.10.23	1.60122	1.60235	1.59126	1.59509	57045	0	10
